Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Years Since,State,Winner
25430,8228,41.9,69044,29966.0,862,10.47642197,7,WV,Democrat
25431,173,57.1,31327,24599.0,29,16.76300578,7,WV,Democrat
25432,112,61.9,36765,27539.0,14,12.5,7,WV,Democrat
25434,2482,46.7,34020,18426.0,442,17.80821918,7,WV,Democrat
25437,377,33.0,27159,19108.0,28,7.427055703,7,WV,Democrat
25438,6741,35.6,53979,26696.0,1114,16.52573802,7,WV,Democrat
25442,1748,42.3,53125,31494.0,179,10.2402746,7,WV,Democrat
25443,7439,36.4,77361,33927.0,475,6.385266837,7,WV,Democrat
25444,142,61.9,35144,49129.0,0,0.0,7,WV,Democrat
25446,1840,39.2,69583,26133.0,576,31.30434783,7,WV,Democrat
25501,1339,43.9,54153,22766.0,147,10.97834205,7,WV,Democrat
25502,1183,53.1,50711,21827.0,229,19.35756551,7,WV,Democrat
25503,1368,30.5,47639,12118.0,398,29.09356725,7,WV,Democrat
25504,12876,40.0,44320,27660.0,1353,10.50792171,7,WV,Democrat
25505,658,38.2,70132,19299.0,41,6.23100304,7,WV,Democrat
25506,5269,44.0,26163,15206.0,1808,34.31391156,7,WV,Democrat
25507,853,48.3,43750,25655.0,96,11.25439625,7,WV,Democrat
25508,9711,43.8,37668,20839.0,1591,16.38348265,7,WV,Democrat
25510,5061,40.0,54375,24708.0,905,17.88184153,7,WV,Democrat
25511,1149,39.9,40938,14598.0,303,26.37075718,7,WV,Democrat
25512,1020,51.5,33313,15600.0,135,13.23529412,7,WV,Democrat
25514,3501,45.1,30353,17562.0,1093,31.21965153,7,WV,Democrat
25515,2312,45.4,41760,22081.0,374,16.17647059,7,WV,Democrat
25517,2110,38.3,42659,19299.0,350,16.58767773,7,WV,Democrat
25520,1737,37.5,44719,17426.0,282,16.23488774,7,WV,Democrat
25521,959,28.9,33235,15812.0,365,38.06047967,7,WV,Democrat
25523,2759,47.2,32261,20680.0,673,24.39289598,7,WV,Democrat
25524,3377,42.0,42054,21454.0,740,21.91294048,7,WV,Democrat
25526,22772,40.4,59836,30620.0,1946,8.545582294,7,WV,Democrat
25529,1109,52.3,41815,19029.0,389,35.07664563,7,WV,Democrat
25530,5174,42.6,37813,21929.0,794,15.34596057,7,WV,Democrat
25534,318,52.1,9544,10042.0,125,39.3081761,7,WV,Democrat
25535,3003,43.8,54605,26249.0,202,6.726606727,7,WV,Democrat
25537,1528,58.9,41477,23885.0,152,9.947643979,7,WV,Democrat
25540,178,37.1,21250,10065.0,68,38.20224719,7,WV,Democrat
25541,8914,42.6,49924,25731.0,914,10.25353377,7,WV,Democrat
25545,5262,42.1,59830,30052.0,305,5.796275181,7,WV,Democrat
25547,911,41.9,-666666666,20399.0,124,13.61141603,7,WV,Democrat
25550,8348,46.0,37467,21429.0,1179,14.12314327,7,WV,Democrat
25555,1833,51.1,43884,24302.0,155,8.456082924,7,WV,Democrat
25557,1559,47.2,35268,17428.0,281,18.0243746,7,WV,Democrat
25559,2033,44.8,44714,19699.0,65,3.19724545,7,WV,Democrat
32901,24946,47.3,30070,20711.0,6331,25.37881825,7,FL,Democrat
32903,13697,50.1,70000,42495.0,1078,7.87033657,7,FL,Democrat
32904,29054,45.4,56791,28667.0,3010,10.36001927,7,FL,Democrat
32905,23520,42.2,32249,19422.0,5661,24.06887755,7,FL,Democrat
32907,43141,41.0,47936,21715.0,6654,15.42384275,7,FL,Democrat
32908,11323,36.6,48352,19384.0,2242,19.80040625,7,FL,Democrat
32909,30380,40.9,49175,21390.0,4590,15.10862409,7,FL,Democrat
32920,10018,58.2,41281,37303.0,1308,13.0564983,7,FL,Democrat
32922,16043,33.2,27408,18169.0,5825,36.30867045,7,FL,Democrat
32925,1457,25.0,48750,22030.0,87,5.971173644,7,FL,Democrat
32926,22422,44.9,45137,23118.0,3054,13.62055124,7,FL,Democrat
32927,25168,43.4,54633,24785.0,2913,11.57422123,7,FL,Democrat
32931,14114,56.0,53021,42635.0,1040,7.368570214,7,FL,Democrat
32934,17952,50.5,64906,37161.0,860,4.790552585,7,FL,Democrat
32935,40438,45.2,42238,24962.0,6292,15.55962214,7,FL,Democrat
32937,26319,47.4,60877,38273.0,1894,7.196322049,7,FL,Democrat
32940,36475,48.5,69050,34023.0,2526,6.925291295,7,FL,Democrat
32948,7733,29.5,36167,12677.0,2742,35.45842493,7,FL,Democrat
32949,2602,49.9,64118,30704.0,210,8.070714835,7,FL,Democrat
32950,3977,51.8,68906,35995.0,395,9.93210963,7,FL,Democrat
32951,11326,57.0,60979,40844.0,659,5.818470775,7,FL,Democrat
32952,20302,50.3,64243,38056.0,1999,9.84632056,7,FL,Democrat
32953,23426,48.6,47455,28529.0,3697,15.78161018,7,FL,Democrat
32955,38137,46.1,60903,31506.0,3307,8.671369012,7,FL,Democrat
32958,26817,53.3,45838,25057.0,3545,13.21922661,7,FL,Democrat
32960,21046,50.5,34007,23309.0,4068,19.32908866,7,FL,Democrat
32962,24468,47.2,43762,23568.0,2571,10.50760177,7,FL,Democrat
32963,14591,67.5,97306,95611.0,647,4.434240285,7,FL,Democrat
32966,16262,62.8,43745,29187.0,1576,9.691304883,7,FL,Democrat
32967,19942,43.2,42052,27251.0,3924,19.67706348,7,FL,Democrat
32968,14225,46.1,66938,30270.0,962,6.762741652,7,FL,Democrat
32970,285,8.8,10069,3479.0,267,93.68421053,7,FL,Democrat
32976,8418,65.9,33196,21697.0,1424,16.9161321,7,FL,Democrat
33001,192,70.6,46786,34299.0,0,0.0,7,FL,Democrat
33004,16526,41.0,41377,25119.0,4195,25.38424301,7,FL,Democrat
33009,40835,46.6,33755,25216.0,8854,21.68238031,7,FL,Democrat
33010,47581,44.0,23876,13192.0,13826,29.0578172,7,FL,Democrat
33012,76384,45.2,30901,15564.0,18676,24.45014663,7,FL,Democrat
33013,33430,45.6,28886,14728.0,9999,29.91026025,7,FL,Democrat
33014,40187,40.5,37142,19788.0,9723,24.19439122,7,FL,Democrat
33015,68143,37.0,48170,20454.0,10987,16.12344628,7,FL,Democrat
33016,50138,39.5,40299,18570.0,9988,19.92101799,7,FL,Democrat
33018,49283,39.7,52752,19359.0,6890,13.98048008,7,FL,Democrat
33019,14923,51.0,75702,52920.0,1557,10.43355894,7,FL,Democrat
33020,44188,39.6,36945,21876.0,10671,24.14909025,7,FL,Democrat
33021,48301,44.0,53009,28509.0,6058,12.54218339,7,FL,Democrat
33023,70910,35.9,46053,17630.0,12238,17.25849669,7,FL,Democrat
33024,73034,36.9,53495,23758.0,8876,12.15324369,7,FL,Democrat
33025,65059,34.4,54511,23279.0,7874,12.10286048,7,FL,Democrat
33026,30474,43.5,67160,33673.0,1989,6.526875369,7,FL,Democrat
33027,60995,42.6,62734,29274.0,4558,7.472743668,7,FL,Democrat
33028,28537,38.0,94452,34586.0,1400,4.905911624,7,FL,Democrat
33029,46724,38.5,96368,32288.0,2451,5.245698142,7,FL,Democrat
33030,35279,31.2,31888,14689.0,12866,36.46928768,7,FL,Democrat
33031,7087,35.5,54500,25357.0,1590,22.43544518,7,FL,Democrat
33032,43281,31.5,42710,16704.0,11724,27.0880987,7,FL,Democrat
33033,55956,31.7,41415,15876.0,15617,27.90942884,7,FL,Democrat
33034,22315,33.6,32096,10122.0,8426,37.75935469,7,FL,Democrat
33035,17430,32.3,59949,22448.0,2663,15.27825588,7,FL,Democrat
33036,3293,58.3,71375,52775.0,418,12.69359247,7,FL,Democrat
33037,11071,54.1,60873,43646.0,1816,16.40321561,7,FL,Democrat
33039,526,29.6,72585,11944.0,134,25.47528517,7,FL,Democrat
33040,35357,41.3,58351,31159.0,4540,12.84045592,7,FL,Democrat
33042,6707,51.1,80013,48170.0,465,6.933055017,7,FL,Democrat
33043,4977,54.4,59500,38369.0,392,7.876230661,7,FL,Democrat
33050,9417,43.5,52250,32321.0,1769,18.78517575,7,FL,Democrat
33051,696,64.7,65147,76260.0,31,4.454022989,7,FL,Democrat
33054,31180,32.4,22840,13920.0,11844,37.98588839,7,FL,Democrat
33055,45974,39.0,40930,15642.0,10506,22.85204681,7,FL,Democrat
33056,34751,34.7,37776,16554.0,8859,25.49279157,7,FL,Democrat
33060,35593,36.5,40502,21543.0,8757,24.60315231,7,FL,Democrat
33062,21464,58.8,56055,47867.0,2682,12.49534104,7,FL,Democrat
33063,53732,44.0,44342,24990.0,6397,11.90538227,7,FL,Democrat
33064,59265,38.7,45508,24791.0,11880,20.04555809,7,FL,Democrat
33065,55860,33.8,49814,22702.0,7931,14.19799499,7,FL,Democrat
33066,17131,56.1,45123,28375.0,1240,7.238339852,7,FL,Democrat
33067,28131,39.4,98083,46354.0,1323,4.702996694,7,FL,Democrat
33068,51465,32.4,43130,17581.0,9576,18.60682017,7,FL,Democrat
33069,27191,42.3,41963,22252.0,4113,15.12632856,7,FL,Democrat
33070,5433,50.0,53836,36804.0,384,7.067918277,7,FL,Democrat
33071,38968,38.0,77875,33275.0,3162,8.114350236,7,FL,Democrat
33073,32019,35.0,68729,29572.0,2890,9.025890877,7,FL,Democrat
33076,33068,39.9,115069,47139.0,1661,5.022982944,7,FL,Democrat
33109,636,50.2,232500,207743.0,96,15.09433962,7,FL,Democrat
33122,151,28.6,-666666666,28020.0,33,21.85430464,7,FL,Democrat
33125,58144,42.5,23754,14734.0,17322,29.79155201,7,FL,Democrat
33126,52835,42.0,32561,16972.0,11854,22.4358853,7,FL,Democrat
33127,31904,34.7,26100,12518.0,11645,36.50012538,7,FL,Democrat
33128,7367,43.0,20180,14663.0,2331,31.64110221,7,FL,Democrat
33129,12579,42.2,73306,56051.0,1395,11.08991176,7,FL,Democrat
33130,25503,35.1,25166,21761.0,8708,34.14500255,7,FL,Democrat
33131,16041,33.2,76793,61712.0,2578,16.07131725,7,FL,Democrat
33132,11433,37.6,70012,52214.0,2065,18.06175107,7,FL,Democrat
33133,34228,41.5,61210,46368.0,5898,17.23150637,7,FL,Democrat
33134,41340,45.2,58733,39311.0,4919,11.89888728,7,FL,Democrat
33135,38867,42.8,23994,15070.0,11699,30.1000849,7,FL,Democrat
33136,13687,38.7,21356,16046.0,5503,40.20603492,7,FL,Democrat
33137,23520,35.0,55522,34642.0,4060,17.26190476,7,FL,Democrat
33138,30195,40.6,42566,32387.0,7380,24.44113264,7,FL,Democrat
33139,38027,39.7,47982,56281.0,6118,16.08856865,7,FL,Democrat
33140,22222,43.1,68916,56829.0,2202,9.909099091,7,FL,Democrat
33141,39738,41.1,42145,32057.0,7825,19.69147919,7,FL,Democrat
33142,54571,36.7,21798,11986.0,20495,37.55657767,7,FL,Democrat
33143,32499,39.4,64220,50028.0,3455,10.63109634,7,FL,Democrat
33144,27856,48.4,36885,18779.0,4973,17.85252728,7,FL,Democrat
33145,32477,44.2,41712,23767.0,5758,17.72947009,7,FL,Democrat
33146,15505,24.2,113380,48128.0,821,5.295066108,7,FL,Democrat
33147,45676,38.0,27618,13478.0,15662,34.28934232,7,FL,Democrat
33149,12935,44.0,124504,79262.0,906,7.004252029,7,FL,Democrat
33150,27588,35.2,26033,14126.0,10188,36.92909961,7,FL,Democrat
33154,14666,43.0,64463,45966.0,1510,10.29592254,7,FL,Democrat
33155,46602,41.8,60442,29089.0,4949,10.61971589,7,FL,Democrat
33156,33030,41.8,100531,65158.0,2229,6.748410536,7,FL,Democrat
33157,68396,37.5,58890,24669.0,10705,15.65150009,7,FL,Democrat
33158,6893,45.7,141434,69180.0,172,2.495285072,7,FL,Democrat
33160,39759,48.3,48455,43855.0,5077,12.76943585,7,FL,Democrat
33161,56385,33.8,32898,15259.0,15832,28.07838964,7,FL,Democrat
33162,47394,35.0,38756,16342.0,10194,21.50905178,7,FL,Democrat
33165,56771,45.2,43227,20745.0,8983,15.8232196,7,FL,Democrat
33166,24328,40.5,49223,24365.0,3063,12.59043078,7,FL,Democrat
33167,20061,37.9,36471,15673.0,3650,18.19450675,7,FL,Democrat
33168,29291,34.7,41886,15168.0,6415,21.9009252,7,FL,Democrat
33169,41037,35.4,38965,18102.0,8026,19.55795989,7,FL,Democrat
33170,14535,31.8,46384,15299.0,3487,23.99036808,7,FL,Democrat
33172,41456,39.1,42111,19493.0,6525,15.73957931,7,FL,Democrat
33173,32696,43.9,62054,30238.0,3785,11.57633961,7,FL,Democrat
33174,32580,41.8,42908,18704.0,4771,14.64395335,7,FL,Democrat
33175,54462,43.7,51250,22554.0,8079,14.83419632,7,FL,Democrat
33176,50819,42.1,63848,35367.0,5098,10.03168106,7,FL,Democrat
33177,57570,39.2,52836,18800.0,7850,13.63557408,7,FL,Democrat
33178,47417,34.6,76276,27849.0,6257,13.19568931,7,FL,Democrat
33179,44451,39.7,43253,23975.0,7548,16.98049538,7,FL,Democrat
33180,32365,47.2,63479,45352.0,3316,10.24563572,7,FL,Democrat
33181,18612,38.3,43098,30189.0,2799,15.03868472,7,FL,Democrat
33182,18393,40.9,67042,21488.0,1705,9.269830914,7,FL,Democrat
33183,38469,41.0,51505,22993.0,4966,12.90909564,7,FL,Democrat
33184,22071,45.9,47442,21336.0,3439,15.58153233,7,FL,Democrat
33185,30910,39.2,74547,25973.0,3289,10.6405694,7,FL,Democrat
33186,70882,38.7,62150,25410.0,7647,10.78835247,7,FL,Democrat
33187,18837,38.6,69976,24451.0,1455,7.724159898,7,FL,Democrat
33189,26363,35.9,49036,21185.0,4380,16.61419414,7,FL,Democrat
33190,14980,32.1,56528,20823.0,2031,13.55807744,7,FL,Democrat
33193,50063,40.2,50396,20577.0,6721,13.42508439,7,FL,Democrat
33194,7340,35.8,79587,19413.0,187,2.547683924,7,FL,Democrat
33196,48092,36.7,70376,24640.0,5796,12.05190052,7,FL,Democrat
33301,13565,42.8,80000,74300.0,1334,9.834131957,7,FL,Democrat
33304,18852,40.4,47490,45338.0,3555,18.85741566,7,FL,Democrat
33305,12255,50.6,55273,52500.0,1421,11.59526724,7,FL,Democrat
33306,3267,51.0,75804,54517.0,257,7.86654423,7,FL,Democrat
33308,27661,56.4,60581,60771.0,2237,8.087198583,7,FL,Democrat
33309,37936,38.5,48328,21654.0,7544,19.886124,7,FL,Democrat
33311,68664,35.8,31745,15591.0,21108,30.74099965,7,FL,Democrat
33312,54714,37.0,52188,26330.0,10616,19.40271229,7,FL,Democrat
33313,61117,33.4,34897,15330.0,16222,26.54253317,7,FL,Democrat
33314,23768,34.5,38685,19291.0,5210,21.92022888,7,FL,Democrat
33315,13465,42.5,55344,34808.0,2580,19.16078723,7,FL,Democrat
33316,10015,51.3,52731,56071.0,1555,15.52670994,7,FL,Democrat
33317,36801,39.6,63951,29560.0,5299,14.39906524,7,FL,Democrat
33319,47191,42.6,41520,22244.0,6832,14.47733678,7,FL,Democrat
33321,47039,47.5,44477,25203.0,5329,11.3288973,7,FL,Democrat
33322,38996,49.0,46430,30050.0,4808,12.32946969,7,FL,Democrat
33323,19995,38.1,82656,34747.0,1099,5.496374094,7,FL,Democrat
33324,46119,39.2,61090,36324.0,4274,9.267330168,7,FL,Democrat
33325,29622,37.9,76875,35226.0,2854,9.634730943,7,FL,Democrat
33326,33558,39.1,81224,34719.0,2825,8.418260921,7,FL,Democrat
33327,23895,38.1,106092,42257.0,2269,9.4957104,7,FL,Democrat
33328,29233,38.2,82352,36819.0,2314,7.915711696,7,FL,Democrat
33330,14314,44.4,101450,50237.0,728,5.085929859,7,FL,Democrat
33331,24151,40.9,97391,39966.0,1065,4.40975529,7,FL,Democrat
33332,11350,38.8,121912,42919.0,604,5.321585903,7,FL,Democrat
33334,30307,41.6,47638,29691.0,5483,18.09153001,7,FL,Democrat
33351,35386,35.3,54524,22229.0,4560,12.88645227,7,FL,Democrat
33401,26501,40.4,44028,34778.0,4858,18.33138372,7,FL,Democrat
33403,12537,37.1,42043,21479.0,2471,19.70965941,7,FL,Democrat
33404,28039,41.7,39101,23929.0,7164,25.55012661,7,FL,Democrat
33405,20972,37.0,45346,29307.0,4908,23.40263208,7,FL,Democrat
33406,25709,36.0,51126,25524.0,4097,15.93605352,7,FL,Democrat
33407,30311,34.0,35495,19467.0,7906,26.08294019,7,FL,Democrat
33408,17652,55.0,64945,54032.0,1317,7.460910945,7,FL,Democrat
33409,31318,34.0,41922,22061.0,7035,22.46312025,7,FL,Democrat
33410,36019,46.3,62532,43447.0,2747,7.626530442,7,FL,Democrat
33411,68557,41.4,64203,32468.0,5737,8.368219146,7,FL,Democrat
33412,13654,48.3,90482,45578.0,977,7.155412333,7,FL,Democrat
33413,15865,34.2,60281,22281.0,1700,10.71541128,7,FL,Democrat
33414,58530,40.2,78726,34801.0,4613,7.881428327,7,FL,Democrat
33415,49938,35.8,36971,16937.0,11519,23.06660259,7,FL,Democrat
33417,31873,44.2,31427,19655.0,7544,23.66893609,7,FL,Democrat
33418,37716,50.8,83771,56855.0,2387,6.32887899,7,FL,Democrat
33426,21739,42.9,52530,28808.0,2094,9.632457795,7,FL,Democrat
33428,39853,40.5,63034,29093.0,4306,10.8047073,7,FL,Democrat
33430,21843,32.0,26637,13093.0,8112,37.1377558,7,FL,Democrat
33431,18535,39.3,59704,41649.0,1533,8.270838953,7,FL,Democrat
33432,20284,52.1,60273,65316.0,2732,13.46874384,7,FL,Democrat
33433,42445,48.8,56950,38787.0,3673,8.653551655,7,FL,Democrat
33434,20438,59.4,53968,50218.0,1636,8.004697133,7,FL,Democrat
33435,34304,43.1,41204,28061.0,7438,21.68260261,7,FL,Democrat
33436,43911,47.6,52374,30405.0,4598,10.47118034,7,FL,Democrat
33437,38644,67.4,59193,40353.0,3012,7.7942242,7,FL,Democrat
33438,384,33.8,35987,12388.0,164,42.70833333,7,FL,Democrat
33440,20048,35.1,35706,18611.0,5056,25.21947326,7,FL,Democrat
33441,26959,42.4,42357,26654.0,5209,19.32193331,7,FL,Democrat
33442,29192,50.4,42992,27534.0,3997,13.69210743,7,FL,Democrat
33444,22980,39.2,50696,27313.0,5423,23.59878155,7,FL,Democrat
33445,31141,48.9,50597,31673.0,4259,13.67650364,7,FL,Democrat
33446,22881,68.1,52193,57064.0,1868,8.163978847,7,FL,Democrat
33449,11843,45.2,106369,45051.0,880,7.430549692,7,FL,Democrat
33455,22804,57.1,50297,42217.0,2506,10.98930012,7,FL,Democrat
33458,53987,41.1,76344,44083.0,4696,8.698390353,7,FL,Democrat
33460,31427,35.1,36170,19867.0,8936,28.43414898,7,FL,Democrat
33461,44102,34.8,34758,16739.0,10514,23.84018865,7,FL,Democrat
33462,33183,40.6,48489,26942.0,5260,15.85149022,7,FL,Democrat
33463,59303,33.7,50048,19859.0,10319,17.40046878,7,FL,Democrat
33467,51099,49.6,66028,35210.0,3168,6.199729936,7,FL,Democrat
33469,15429,54.2,67490,50263.0,933,6.047054248,7,FL,Democrat
33470,25888,40.8,79532,32148.0,2189,8.45565513,7,FL,Democrat
33471,7729,41.4,32957,14705.0,1288,16.66451029,7,FL,Democrat
33472,19540,54.6,67680,38296.0,717,3.669396111,7,FL,Democrat
33473,9954,35.6,136362,48125.0,122,1.225637934,7,FL,Democrat
33476,7897,33.9,25850,13525.0,2910,36.84943649,7,FL,Democrat
33477,13910,65.5,74522,67505.0,951,6.836808052,7,FL,Democrat
33478,12409,46.5,91336,40880.0,783,6.309936337,7,FL,Democrat
33480,9844,67.9,101750,139644.0,621,6.308411215,7,FL,Democrat
33483,11566,56.3,63121,66506.0,1157,10.00345841,7,FL,Democrat
33484,24651,68.9,36712,33799.0,3159,12.81489595,7,FL,Democrat
33486,24118,42.2,76624,41526.0,1971,8.172319429,7,FL,Democrat
33487,18336,54.1,75271,56661.0,1063,5.797338569,7,FL,Democrat
33493,5395,36.6,30417,6824.0,731,13.54958295,7,FL,Democrat
33496,22210,56.6,84545,65383.0,2104,9.473210266,7,FL,Democrat
33498,14105,46.9,94250,48627.0,525,3.722084367,7,FL,Democrat
33503,98,63.4,-666666666,8045.0,16,16.32653061,7,FL,Democrat
33510,27450,38.0,55199,26271.0,3890,14.1712204,7,FL,Democrat
33511,54641,35.8,56077,27653.0,5874,10.75016929,7,FL,Democrat
33513,11936,46.3,36703,17450.0,1901,15.92660858,7,FL,Democrat
33514,2224,35.2,36438,13653.0,498,22.39208633,7,FL,Democrat
33521,469,44.6,31283,19300.0,27,5.756929638,7,FL,Democrat
33523,17736,40.1,40267,20387.0,3090,17.42219215,7,FL,Democrat
33525,19163,46.0,48572,26641.0,2738,14.28795074,7,FL,Democrat
33527,15172,37.2,53246,24121.0,3546,23.37200105,7,FL,Democrat
33534,16205,30.2,44834,17345.0,3425,21.13545202,7,FL,Democrat
33538,4651,51.7,33704,19559.0,668,14.36250269,7,FL,Democrat
33540,8741,53.4,36998,22795.0,1639,18.75071502,7,FL,Democrat
33541,19374,60.6,39953,23665.0,2136,11.02508517,7,FL,Democrat
33542,19826,56.3,31114,21739.0,3764,18.98517099,7,FL,Democrat
33543,24117,38.3,72081,30471.0,1742,7.22312062,7,FL,Democrat
33544,25477,36.8,76350,32282.0,2105,8.26235428,7,FL,Democrat
33545,16967,32.9,73224,26018.0,1387,8.174692049,7,FL,Democrat
33547,24084,36.5,94720,37089.0,1400,5.812987876,7,FL,Democrat
33548,6473,45.4,81372,41288.0,433,6.689324888,7,FL,Democrat
45050,9085,35.4,73352,31572.0,621,6.835443038,7,OH,Democrat
45051,204,67.9,-666666666,9719.0,58,28.43137255,7,OH,Democrat
45052,3921,48.7,79010,37559.0,244,6.222902321,7,OH,Democrat
45053,3642,41.4,82417,32886.0,37,1.015925316,7,OH,Democrat
45054,2774,37.8,57248,31367.0,249,8.976207642,7,OH,Democrat
45056,27244,21.7,43963,20807.0,6779,24.88254295,7,OH,Democrat
45062,681,47.2,48661,23346.0,101,14.83113069,7,OH,Democrat
45064,2896,44.8,57279,25554.0,215,7.424033149,7,OH,Democrat
45065,4937,40.9,60453,35775.0,540,10.93781649,7,OH,Democrat
45066,24597,39.5,102953,40407.0,539,2.191324145,7,OH,Democrat
45067,14796,33.3,62646,25383.0,1553,10.49608002,7,OH,Democrat
45068,10982,42.7,73511,37394.0,593,5.399745037,7,OH,Democrat
45069,50167,39.4,84771,39303.0,3084,6.147467459,7,OH,Democrat
45070,231,29.9,39167,16165.0,17,7.359307359,7,OH,Democrat
45101,2270,40.7,31875,25869.0,589,25.94713656,7,OH,Democrat
45102,22695,38.2,55903,27027.0,2174,9.579202468,7,OH,Democrat
45103,33175,36.3,61003,28049.0,4205,12.67520723,7,OH,Democrat
45106,12633,40.5,54190,23322.0,1555,12.3090319,7,OH,Democrat
45107,9467,36.9,53899,24643.0,887,9.369388402,7,OH,Democrat
45111,255,60.6,66838,40031.0,38,14.90196078,7,OH,Democrat
45112,46,61.7,35625,19874.0,8,17.39130435,7,OH,Democrat
45113,3444,46.3,58381,32734.0,386,11.20789779,7,OH,Democrat
45118,3748,43.9,55948,27443.0,361,9.631803629,7,OH,Democrat
45120,3039,45.0,44762,21776.0,560,18.42711418,7,OH,Democrat
45121,9430,37.9,45352,22106.0,1841,19.52279958,7,OH,Democrat
45122,10729,41.4,49960,24140.0,1041,9.702674993,7,OH,Democrat
45123,8713,41.8,36828,18129.0,2115,24.27407322,7,OH,Democrat
45130,3357,46.7,58584,26977.0,272,8.102472446,7,OH,Democrat
45131,256,45.6,32778,16342.0,66,25.78125,7,OH,Democrat
45133,23898,41.0,40834,21679.0,5121,21.42857143,7,OH,Democrat
45135,4704,38.6,42340,23060.0,822,17.4744898,7,OH,Democrat
45140,54915,39.7,83403,39592.0,2777,5.056906128,7,OH,Democrat
45142,3893,37.5,45344,19321.0,470,12.07295145,7,OH,Democrat
45144,4778,41.2,33068,19816.0,1438,30.09627459,7,OH,Democrat
45146,1448,42.4,58250,23450.0,246,16.98895028,7,OH,Democrat
45147,50,56.0,85875,77470.0,0,0.0,7,OH,Democrat
45148,1462,36.6,54375,22550.0,108,7.387140903,7,OH,Democrat
45150,32475,41.6,59505,30154.0,3249,10.00461894,7,OH,Democrat
45152,12164,41.3,72600,34918.0,465,3.822755672,7,OH,Democrat
45153,1937,39.6,52292,26126.0,432,22.30252969,7,OH,Democrat
45154,9387,37.5,47040,22474.0,1525,16.24587195,7,OH,Democrat
45155,305,36.1,32857,15890.0,75,24.59016393,7,OH,Democrat
45157,9862,41.4,60617,27818.0,1532,15.53437437,7,OH,Democrat
45158,439,34.6,46875,18946.0,63,14.35079727,7,OH,Democrat
45159,3596,34.5,50188,21761.0,695,19.32703003,7,OH,Democrat
45160,804,46.0,23906,19425.0,198,24.62686567,7,OH,Democrat
45162,2538,46.2,60898,28308.0,189,7.446808511,7,OH,Democrat
45164,309,25.7,32500,15773.0,84,27.18446602,7,OH,Democrat
45167,3618,49.2,40826,21291.0,629,17.38529574,7,OH,Democrat
45168,1521,44.5,51447,22270.0,165,10.84812623,7,OH,Democrat
45169,4686,40.1,45304,20259.0,1134,24.19974392,7,OH,Democrat
45171,6278,40.3,45913,26944.0,1166,18.57279388,7,OH,Democrat
45172,118,36.2,45625,23146.0,12,10.16949153,7,OH,Democrat
45174,2363,40.4,143750,68183.0,124,5.247566653,7,OH,Democrat
